,a(p(SOS)),a(p(Ras)),a(p(PI3K)),a(p(AKT)),a(p(Raf)),a(p(Mek)),a(p(Erk))
4959,44,48,65,57,33,82,84
4960,47,48,63,58,29,72,91
4961,52,40,61,66,18,64,87
4962,57,57,72,54,40,77,88
4963,52,46,69,62,45,84,90
4964,40,52,61,54,40,75,91
4965,43,45,76,60,38,79,86
4966,47,41,65,60,36,81,87
4967,49,52,67,67,36,65,91
4968,57,51,62,51,35,77,84
4969,40,48,61,57,34,77,85
4970,42,35,62,53,28,75,88
4971,49,53,54,58,39,75,88
4972,45,46,58,49,40,77,92
4973,46,57,63,60,41,62,84
4974,45,46,66,54,30,87,83
4975,52,50,63,64,45,77,90
4976,49,43,50,49,31,68,92
4977,49,52,68,55,37,78,88
4978,46,49,65,48,32,73,89
4979,58,52,69,60,40,80,88
4980,43,46,63,54,31,73,82
4981,45,52,48,51,40,82,90
4982,43,35,66,53,31,74,86
4983,45,53,60,50,27,78,88
4984,48,45,58,51,34,78,87
4985,44,43,68,48,32,74,87
4986,54,53,59,58,34,80,85
4987,45,50,67,62,35,82,89
4988,54,44,71,58,28,73,84
4989,49,54,69,60,45,85,88
4990,50,57,63,55,42,78,93
4991,40,41,65,57,32,74,94
4992,45,50,64,50,38,81,92
4993,42,55,63,59,39,79,88
4994,52,60,76,54,43,83,94
4995,46,34,62,54,39,82,90
4996,49,47,62,54,38,74,86
4997,41,52,68,47,38,81,85
4998,59,60,70,64,37,74,86
4999,55,52,66,58,34,82,91
5000,47,47,69,57,34,79,84
